Move_ID,Miscrit_ID,Move_Name,Element,AP,Accuracy,Description,Enchant
923,79,Hydro,Water,25,95%,A massively powerful Water attack,+4 Attack Power
924,79,Dark Turtle Terror,Physical,9,100%,"A simple Physical attack that hits 3 times, heals yourself by 12 HP and raises your Attacks by 5",+1 Attack Power
925,80,Zap,Lightning,7,100%,A simple Lightning attack,+1 Attack Power
926,80,Shields Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
927,80,Swipe,Physical,7,100%,A simple Physical attack,+1 Attack Power
928,80,Shy Smile,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
929,80,Bzzzzt,Lightning,10,100%,An average Lightning attack,+2 Attack Power
930,80,Max Power,Utility,0,100%,Raises your Attacks by 9,+2 to Buff
931,80,Bash,Physical,15,95%,A powerful Physical attack,+3 Attack Power
932,80,Confuse,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
933,80,Voltage,Lightning,20,95%,A very powerful Lightning attack,+4 Attack Power
934,80,Overwhelm,Physical,20,90%,A very powerful Physical attack,+10% Accuracy
935,80,Sludge,Utility,0,100%,Lowers your foe's Defenses by 11,+3 to Debuff
936,80,Shock Smash,Lightning,10,100%,An average Lightning attack that hits 3 times with a 40% to Sleep foe for 1 turn,+1 Attack Power
937,82,Breeze,Wind,7,100%,A simple Wind attack,+1 Attack Power
938,82,Weaken,Utility,0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
939,82,Headbutt,Physical,7,100%,A simple Physical attack,+1 Attack Power
940,82,Confuse,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
941,82,Dark Hoot,Wind,11,100%,An average Wind attack,+2 Attack Power
942,82,Whammy,Physical,10,100%,An average Physical attack,+2 Attack Power
943,82,Dive,Wind,15,95%,A powerful Wind attack,+3 Attack Power
944,82,Merciless,Utility,0,100%,Raises your Attacks by 9,+2 to Buff
945,82,Cyclone,Wind,20,95%,A very powerful Wind attack,+4 Attack Power
946,82,Overwhelm,Physical,20,90%,A very powerful Physical attack,+10% Accuracy
947,82,Debilitate,Utility,0,100%,Lowers your foe's Defenses by 11,+3 to Debuff
948,82,Dark Holler,Wind,15,100%,A powerful Wind attack that hits 2 times and lowers your foe's Accuracy by 10%,+1 Attack Power
949,83,Wisp,Nature,7,100%,A simple Nature attack,+1 Attack Power
950,83,Sustain,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
951,83,Poke,Physical,7,100%,A simple Physical attack,+1 Attack Power
952,83,Fetal Position,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
953,83,Dark Cactus Bombshell,Nature,11,100%,An average Nature attack,+2 Attack Power
954,83,Toxic,Utility,0,90%,"Poisons your foe, causing 10 damage for 3 turns",+5% Accuracy
955,83,Sow,Nature,15,90%,A powerful Nature attack,+10% Accuracy
956,83,Strike,Physical,15,95%,A powerful Physical attack,+3 Attack Power
957,83,Rooted,Utility,0,100%,A move that heals for 100 turns in a row,+1 Heal
958,83,Mother Nature,Nature,20,95%,A very powerful Nature attack,+4 Attack Power
959,83,Photosynth,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
960,83,Dark Saguaro Strike,Nature,26,95%,A massively powerful Nature attack that inflicts 8 AP Poison for 3 turns,+4 Attack Power
961,85,Toughen Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
962,85,Spark,Lightning,7,100%,A simple Lightning attack,+1 Attack Power
963,85,Slap,Physical,7,100%,A simple Physical attack,+1 Attack Power
964,85,Bright Lights,Utility,0,95%,Lowers your foe's Accuracy by 10%,+5% Accuracy
965,85,Dark Soft Strike,Lightning,11,100%,An average Lightning attack,+2 Attack Power
966,85,Impact,Physical,10,100%,An average Physical attack,+2 Attack Power
967,85,Sleep,Utility,0,40%,"Puts your foe to Sleep for 2 turns, or until you attack them",Replenishes 5 Health
968,85,Electrify,Lightning,15,95%,A powerful Lightning attack,+3 Attack Power
969,85,Debilitate,Utility,0,100%,Lowers your foe's Defenses by 11,+3 to Debuff
970,85,Hard Jab,Physical,20,95%,A very powerful Physical attack,+4 Attack Power
971,85,Frost Bolt,Lightning,15,95%,A powerful Lightning attack that inflicts Switch Curse,+3 Attack Power
972,85,Dark Charged Charge,Lightning,27,95%,A massively powerful Lightning attack that inflicts Anti-heal for 2 turns,+3 Attack Power
973,86,Sprinkle,Water,7,100%,A simple Water attack,+1 Attack Power
974,86,Debaser,Utility,0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
975,86,Smack,Physical,7,100%,A simple Physical attack,+1 Attack Power
976,86,Sweet Lullaby,Utility,0,40%,"Puts your foe to Sleep for 2 turns, or until you attack them",Replenishes 5 Health
977,86,Dark Water Dance,Water,11,100%,An average Water attack,+2 Attack Power
978,86,Whammy,Physical,10,100%,An average Physical attack,+2 Attack Power
979,86,Paralyze,Utility,0,90%,"Paralyzes your foe for 2 turns, making them unable to switch",+10% Accuracy
980,86,OverWater,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
981,86,Storm,Water,20,95%,A very powerful Water attack,+4 Attack Power
982,86,Tears,Utility,0,100%,Lowers your foe's Attacks by 8,+2 to Debuff
983,86,Freak Out,Physical,10,95%,An average Physical attack that hits 3 times and raises your Elemental Attack by 10,+5% Accuracy
984,86,Dark Flood,Water,10,100%,An average Water attack that hits 3 times and grants Stats Surge,+1 Attack Power
985,87,Debaser,Utility,0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
986,87,Gust,Wind,7,100%,A simple Wind attack,+1 Attack Power
987,87,Shove,Physical,7,100%,A simple Physical attack,+1 Attack Power
988,87,Shields Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
989,87,Puffy Boom,Wind,11,100%,An average Wind attack,+2 Attack Power
990,87,Max Power,Utility,0,100%,Raises your Attacks by 9,+2 to Buff
991,87,Feebler,Utility,0,100%,Lowers your foe's Defenses by 8,+2 to Debuff
992,87,Refresh,Utility,0,90%,Recovers a small amount of health and Cleanses yourself,+10% Accuracy
993,87,Cyclone,Wind,20,95%,A very powerful Wind attack,+4 Attack Power
994,87,Cuteness Overload,Utility,0,90%,"Lowers your foe's Attacks, Defenses and Accuracy by 10. 2 turns cooldown",+10% Accuracy
995,87,Deep Sleep,Utility,0,40%,"Puts your foe to Sleep for 3 turns, or until you attack them",+20% chance of Stats Chaos
996,87,Mallow Barrage,Wind,5,100%,A simple Wind attack that hits 6 times and heals yourself by 15 HP,+1 Repeat
997,88,Crumble,Earth,7,100%,A simple Earth attack,+1 Attack Power
998,88,Fetal Position,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
999,88,Headbutt,Physical,7,100%,A simple Physical attack,+1 Attack Power
1000,88,High Focus,Utility,0,100%,Raises your Accuracy by 10%,Replenishes 5 Health
1001,88,Dark Bedrock,Earth,11,100%,An average Earth attack,+2 Attack Power
1002,88,Body Shield,Utility,0,100%,Raises your Physical Defense by 10,+2 to Buff
1003,88,Claw,Physical,15,95%,A powerful Physical attack,+3 Attack Power
1004,88,Stalactite,Earth,15,100%,A powerful Earth attack,+3 Attack Power
1005,88,Thump,Physical,20,95%,A very powerful Physical attack,Replenishes 5 Health
1006,88,Clot,Physical,12,95%,Inflicts Physical damage over 3 turns,+2 Attack Power
1007,88,Mudslide,Earth,25,90%,A massively powerful Earth attack,+10% Accuracy
1008,88,Dark Colossal Bite,Physical,21,85%,A massively powerful Physical attack that hits 2 times,+5% Accuracy
1009,90,Cinders,Fire,7,100%,A simple Fire attack,+1 Attack Power
1010,90,Ignite,Utility,0,100%,Raises your Elemental Attack by 11,+2 to Buff
1011,90,Headbutt,Physical,7,100%,A simple Physical attack,+1 Attack Power
1012,90,Sweet Lullaby,Utility,0,40%,"Puts your foe to Sleep for 2 turns, or until you attack them",Replenishes 5 Health
1013,90,Dark Fire Dance,Fire,11,100%,An average Fire attack,+2 Attack Power
1014,90,Merciless,Utility,0,100%,Raises your Attacks by 9,+2 to Buff
1015,90,Bash,Physical,15,95%,A powerful Physical attack,+3 Attack Power
1016,90,Firewater,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
1017,90,Merlin's Beard,Utility,0,100%,Raises your Elemental Attack by 14,+3 to Buff
1018,90,Passion,Fire,20,95%,A very powerful Fire attack,+5 Attack Power
1019,90,Bright Lights,Utility,0,95%,Lowers your foe's Accuracy by 10%,+5% Accuracy
1020,90,Dark Wicked Flames,Fire,15,100%,A powerful Fire attack that hits 2 times and grants 7 healing for 2 turns,+1 Attack Power
1021,91,Sustain,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
1022,91,Leaves,Nature,7,100%,A simple Nature attack,+1 Attack Power
1023,91,Headbutt,Physical,7,100%,A simple Physical attack,+1 Attack Power
1024,91,Pollen,Utility,0,90%,Lowers your foe's Accuracy by 10%,+10% Accuracy
1025,91,Dark Stomp,Nature,11,100%,An average Nature attack,+3 Attack Power
1026,91,Acid,Utility,0,100%,Lowers your foe's Elemental Defense by 11,+2 to Debuff
1027,91,Reap,Nature,15,95%,A powerful Nature attack,Replenishes 5 Health
1028,91,Merciless,Utility,0,100%,Raises your Attacks by 9,+2 to Buff
1029,91,Funeral Harvest,Nature,15,100%,A powerful Nature attack that heals yourself by 12 HP,+3 Attack Power
1030,91,Thump,Physical,20,95%,A very powerful Physical attack,Replenishes 5 Health
1031,91,Venom,Utility,0,85%,"Poisons your foe, causing 14 damage for 3 turns",+10% Accuracy
1032,91,Dark Massive Tusks,Nature,28,100%,A massively powerful Nature attack that steals 7 HP from the foe and raises your Elemental Defense by 5,+5 Attack Power
1033,93,Shields Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
1034,93,Wisp,Nature,7,100%,A simple Nature attack,+1 Attack Power
1035,93,Slap,Physical,7,100%,A simple Physical attack,+1 Attack Power
1036,93,Lullaby,Utility,0,40%,"Puts your foe to Sleep for 2 turns, or until you attack them",Replenishes 5 Health
1037,93,Larva Lash,Nature,10,100%,An average Nature attack,+2 Attack Power
1038,93,Gilly Weed,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
1039,93,Strike,Physical,15,95%,A powerful Physical attack,+3 Attack Power
1040,93,Sow,Nature,15,90%,A powerful Nature attack,+10% Accuracy
1041,93,Guilt Trip,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
1042,93,Debilitate,Utility,0,100%,Lowers your foe's Defenses by 11,+3 to Debuff
1043,93,Mother's Instinct,Physical,30,90%,A more than massively powerful Physical attack that raises your Defenses by 6,+10% Accuracy
1044,93,Shooting Spawn,Nature,11,95%,An average Nature attack that hits 3 times and heals yourself by 15 HP,+5% Accuracy
1045,94,Sprinkle,Water,7,100%,A simple Water attack,+1 Attack Power
1046,94,Spirit Shield,Utility,0,100%,Raises your Elemental Defense by 7,+1 to Buff
1047,94,Swipe,Physical,7,100%,A simple Physical attack,+1 Attack Power
1048,94,Sleep,Utility,0,40%,"Puts your foe to Sleep for 2 turns, or until you attack them",Replenishes 5 Health
1049,94,Dark Soak,Water,11,100%,An average Water attack that raises your Elemental Attack by 1,+3 Attack Power
1050,94,Whammy,Physical,10,100%,An average Physical attack,+2 Attack Power
1051,94,OverWater,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
1052,94,Spring Shower,Water,15,95%,A powerful Water attack,+3 Attack Power
1053,94,Thump,Physical,20,95%,A very powerful Physical attack,Replenishes 5 Health
1054,94,Geyser,Water,20,95%,A very powerful Water attack,+4 Attack Power
1055,94,Symbiosis,Utility,0,95%,Grants 10 healing for 3 turns to the user and foe,+5% Accuracy
1056,94,Dark Rip Tide,Water,29,100%,A massively powerful Water attack that inflicts Anti-heal for 3 turns,+6 Attack Power
1057,95,Burn,Fire,7,100%,A simple Fire attack,+1 Attack Power
1058,95,Weaken,Utility,0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
1059,95,Headbutt,Physical,7,100%,A simple Physical attack,+1 Attack Power
1060,95,Toughen Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
1061,95,Dark Kanga Clobber,Physical,11,100%,An average Physical attack,+3 Attack Power
1062,95,Confuse,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
1063,95,Campfire,Fire,15,95%,A powerful Fire attack,+3 Attack Power
1064,95,Max Power,Utility,0,100%,Raises your Attacks by 9,+2 to Buff
1065,95,Blitz,Physical,10,90%,An average Physical attack that hits 2 times,+10% Accuracy
1066,95,Body Blocker,Utility,0,100%,Raises your Physical Defense by 13,+3 to Buff
1067,95,Balefire,Fire,25,90%,A massively powerful Fire attack,+10% Accuracy
1068,95,Dark Rocket Punch,Physical,11,95%,An average Physical attack that hits 3 times with a 75% chance to trigger an additional Physical attack with 10 power,+5% Accuracy
1069,97,Breeze,Wind,7,100%,A simple Wind attack,+1 Attack Power
1070,97,Debaser,Utility,0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
1071,97,Poke,Physical,7,100%,A simple Physical attack,+1 Attack Power
1072,97,Swell,Utility,0,100%,Raises your Elemental Attack by 8,+1 to Buff
1073,97,Dark Dizzying Winds,Wind,11,100%,An average Wind attack with a 40% chance to Confuse your foe for 1 turn,+2 Attack Power
1074,97,Tickle,Utility,0,100%,Lowers your foe's Attacks by 8,+2 to Debuff
1075,97,Bash,Physical,15,95%,A powerful Physical attack,+3 Attack Power
1076,97,High Focus,Utility,0,100%,Raises your Accuracy by 10%,Replenishes 5 Health
1077,97,Cyclone,Wind,20,95%,A very powerful Wind attack,+4 Attack Power
1078,97,Squirrel Escape,Utility,0,--,Regains a significant amount of your health and switches the user out. (1 Use),+5 Buff
1079,97,Unbreakable,Utility,0,100%,Raises your Defenses by 11,+3 to Buff
1080,97,Dark Toxic Puff,Wind,27,95%,A massively powerful Wind attack that inflicts 8 AP Wind DoT for 3 turns,+5 Attack Power
1081,98,Zap,Lightning,7,100%,A simple Lightning attack,+1 Attack Power
1082,98,Fetal Position,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
1083,98,Hit,Physical,7,100%,A simple Physical attack,+1 Attack Power
1084,98,Sleep,Utility,0,40%,"Puts your foe to Sleep for 2 turns, or until you attack them",Replenishes 5 Health
1085,98,Sire Bolt,Lightning,11,100%,An average Lightning attack,+30% chance of Stats Chaos
1086,98,Scorched Earth,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
1087,98,Strike,Physical,15,95%,A powerful Physical attack,+3 Attack Power
1088,98,Electrify,Lightning,15,95%,A powerful Lightning attack,+3 Attack Power
1089,98,Confuse,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
1090,98,Hyper Power,Utility,0,100%,Raises your Attacks by 12,+2 to Buff
1091,98,Daddy Destroy,Physical,33,100%,A more than massively powerful Physical attack,Replenishes 15 Health
1092,98,Origin,Lightning,25,100%,A massively powerful Lightning attack that raises your Attacks by 6,+5 Attack Power
1093,101,Cinders,Fire,7,100%,A simple Fire attack,+1 Attack Power
1094,101,Power Up,Utility,0,100%,Raises your Attacks by 5,+1 to Buff
1095,101,Bite,Physical,7,100%,A simple Physical attack,+1 Attack Power
1096,101,Debaser,Utility,0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
1097,101,Gecko Glow,Fire,10,100%,An average Fire attack,+2 Attack Power
1098,101,Toxic,Utility,0,90%,"Poisons your foe, causing 10 damage for 3 turns",+5% Accuracy
1099,101,Claw,Physical,15,95%,A powerful Physical attack,+3 Attack Power
1100,101,Safeguard,Utility,0,100%,Raises your Defenses by 8,+2 to Buff
1101,101,Passion,Fire,20,95%,A very powerful Fire attack,+5 Attack Power
1102,101,Confuse,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
1103,101,Destruction,Physical,25,90%,A massively powerful Physical attack,+10% Accuracy
1104,101,Rapid Oxidation,Fire,29,95%,A massively powerful Fire attack that inflicts 6 AP Fire DoT on the foe for 1 turn,+3 Attack Power
1105,102,Burn,Fire,7,100%,A simple Fire attack,+1 Attack Power
1106,102,Fetal Position,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
1107,102,Poke,Physical,7,100%,A simple Physical attack,+1 Attack Power
1108,102,Spirit Shield,Utility,0,100%,Raises your Elemental Defense by 7,+1 to Buff
1109,102,Lava Splash,Fire,10,100%,An average Fire attack,+2 Attack Power
1110,102,Feebler,Utility,0,100%,Lowers your foe's Defenses by 8,+2 to Debuff
1111,102,Campfire,Fire,15,95%,A powerful Fire attack,+3 Attack Power
1112,102,High Focus,Utility,0,100%,Raises your Accuracy by 10%,Replenishes 5 Health
1113,102,Passion,Fire,20,95%,A very powerful Fire attack,+5 Attack Power
1114,102,Firewater,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
1115,102,Hyper Power,Utility,0,100%,Raises your Attacks by 12,+2 to Buff
1116,102,Tainted Flame,Fire,25,95%,A massively powerful Fire attack that inflicts 7 AP Poison for 3 turns,+5 Attack Power
1117,104,Sprinkle,Water,7,100%,A simple Water attack,+1 Attack Power
1118,104,Power Up,Utility,0,100%,Raises your Attacks by 5,+1 to Buff
1119,104,Poke,Physical,7,100%,A simple Physical attack,+1 Attack Power
1120,104,Fetal Position,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
1121,104,Poisoned Puddle,Water,10,95%,Inflicts Water damage over 3 turns,+2 Attack Power
1122,104,Bash,Physical,15,95%,A powerful Physical attack,+3 Attack Power
1123,104,Safeguard,Utility,0,100%,Raises your Defenses by 8,+2 to Buff
1124,104,H2O,Water,15,90%,A powerful Water attack,+10% Accuracy
1125,104,Wallop,Physical,20,95%,A very powerful Physical attack,+4 Attack Power
1126,104,Sludge,Utility,0,100%,Lowers your foe's Defenses by 11,+3 to Debuff
1127,104,Confuse,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
1128,104,Relentless Bubbles,Water,9,100%,A simple Water attack that hits 3 times and raises your Elemental Attack by 10,+1 Attack Power
1129,108,Burn,Fire,7,100%,A simple Fire attack,+1 Attack Power
1130,108,Power Up,Utility,0,100%,Raises your Attacks by 5,+1 to Buff
1131,108,Smack,Physical,7,100%,A simple Physical attack,+1 Attack Power
1132,108,Shields Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
1133,108,Scorcher,Fire,10,100%,An average Fire attack,+2 Attack Power
1134,108,Summons,Utility,0,100%,Raises your Elemental Attack by 10,+2 to Buff
1135,108,Confuse,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
1136,108,Toxic,Utility,0,90%,"Poisons your foe, causing 10 damage for 3 turns",+5% Accuracy
1137,108,Wallop,Physical,20,95%,A very powerful Physical attack,+4 Attack Power
1138,108,Merlin's Beard,Utility,0,100%,Raises your Elemental Attack by 14,+3 to Buff
